#NEXUS
Begin data;
	DIMENSIONS NTAX=703  NCHAR=1;
  Format datatype=Continuous missing=? gap=-;
	MATRIX
Technomyrmex_difficilis	2.64455647642647
Anonychomyrma_gilberti	3.69399083207211
Dolichoderus_scabridus	4.63103626234762
Leptomyrmex_erythrocephalus	2.27587390529475
Dolichoderus_lamellosus	3.81890469559056
Iridomyrmex_AU01	0.129440879194406
Dolichoderus_decollatus	-0.064987380910969
Tapinoma_MG03	-2.83571450353521
Tapinoma_melanocephalum	-3.09507647186074
Ochetellus_cf_glaber_clarithorax	-0.325606912254257
Dolichoderus_imitator	0.501177816431599
Technomyrmex_albipes	-3.23393181670726
Liometopum_occidentale	3.16287293805926
Technomyrmex_voeltzkowi	3.71144812561901
Turneria_bidentata	2.27296387339148
Azteca_instabilis	3.43043015828965
Azteca_schimperi	2.30925974667428
Loweriella_boltoni	-0.8588786211822
Aptinoma_mangabe	0.272680308078044
Liometopum_apiculatum	0.238566605213124
Forelius_chalybaeus	13.8203746334962
Axinidris_murielae	7.07091361115739
Leptomyrmex_sp	10.0112731351767
Leptomyrmex_AU01	12.0930726508504
Leptomyrmex_AUS01	13.0049106243657
Iridomyrmex_spadius	13.3074798400972
Iridomyrmex_sanguineus	12.9144357883838
Chronoxenus_wroughtonii_javanus	10.6368592630635
Dolichoderus_pustulatus	13.7526559634982
Forelius_pruinosus	8.36436818896973
Froggattella_kirbii	10.8400357222898
Bothroponera_wasmannii	13.7142117693522
Azteca_sp	12.5413162805007
Ankylomyrma_coronacantha	22.869878623977
Tatuidris_tatusia	10.1265651686795
Myrmecia_fulviculis	1.55056894937602
Myrmecia_pyriformis	14.2724877192515
;
end;
